============================================================
BYZANTINE AUTHORITATIVE MANIFEST
============================================================
CivTechTrees ID: BYZANTINES
DAT civilization: Byzantine
DAT tech_tree_id: 256
Buildings: 28
Units/tech nodes: 145

============================================================
BUILDINGS
============================================================
87 | Archery Range | TYPE=BuildingTech | USE=Building | STATUS=ResearchRequired | AGE=2 | BUILDING=87 | LINK=12 | TRIGGER=<MISSING>
  COSTS: type=1,amount=75,flag=1 ; type=3,amount=35,flag=1 ; type=4,amount=1,flag=0
UNIT NODE 1104 | Demolition Raft | UNIT=YES | TECH=YES
  UNIT: class=22 enabled=0 creatable=6
  COSTS: type=1,amount=45,flag=1 ; type=3,amount=80,flag=1 ; type=4,amount=1,flag=0
  TECH: name='' civ=-1 effect=-1 required=(-1, -1, -1, -1, -1, -1)
UNIT NODE 527 | Demolition Ship | UNIT=YES | TECH=YES
  UNIT: class=22 enabled=0 creatable=6
  COSTS: type=1,amount=45,flag=1 ; type=3,amount=80,flag=1 ; type=4,amount=1,flag=0
  TECH: name='[FTT] Disable Paladin' civ=8 effect=583 required=(-1, -1, -1, -1, -1, -1)
UNIT NODE 528 | Heavy Demolition Ship | UNIT=YES | TECH=YES
  UNIT: class=22 enabled=0 creatable=6
  COSTS: type=1,amount=45,flag=1 ; type=3,amount=80,flag=1 ; type=4,amount=1,flag=0
  TECH: name='Slinger (make avail)' civ=-1 effect=582 required=(102, -1, -1, -1, -1, -1)
UNIT NODE 17 | Trade Cog | UNIT=YES | TECH=YES
  UNIT: class=2 enabled=0 creatable=5
  COSTS: type=1,amount=100,flag=1 ; type=3,amount=50,flag=1 ; type=4,amount=1,flag=0
  TECH: name='Banking' civ=-1 effect=17 required=(103, 23, -1, -1, -1, -1)
UNIT NODE 34 | Warships | UNIT=YES | TECH=YES
  UNIT: class=11 enabled=0 creatable=None
  TECH: name='War Galley' civ=-1 effect=155 required=(102, -1, -1, -1, -1, -1)
UNIT NODE 35 | Heavy Warships | UNIT=YES | TECH=YES
  UNIT: class=13 enabled=0 creatable=5
  COSTS: type=1,amount=160,flag=1 ; type=3,amount=75,flag=1 ; type=4,amount=1,flag=0
  TECH: name='Galleon' civ=-1 effect=-1 required=(103, 34, -1, -1, -1, -1)
UNIT NODE 420 | Cannon Galleon | UNIT=YES | TECH=YES
  UNIT: class=22 enabled=0 creatable=5
  COSTS: type=1,amount=200,flag=1 ; type=3,amount=150,flag=1 ; type=4,amount=1,flag=0
  TECH: name='C-Bonus' civ=5 effect=432 required=(102, -1, -1, -1, -1, -1)
UNIT NODE 691 | Elite Cannon Galleon | UNIT=YES | TECH=YES
  UNIT: class=22 enabled=0 creatable=5
  COSTS: type=1,amount=200,flag=1 ; type=3,amount=150,flag=1 ; type=4,amount=1,flag=0
  TECH: name='Vietnamese UT' civ=35 effect=728 required=(102, -1, -1, -1, -1, -1)
UNIT NODE 1795 | Dromon | UNIT=YES | TECH=NO
  UNIT: class=22 enabled=0 creatable=5
  COSTS: type=1,amount=175,flag=1 ; type=3,amount=150,flag=1 ; type=4,amount=1,flag=0
UNIT NODE 51 | Architecture | UNIT=YES | TECH=YES
  UNIT: class=3 enabled=0 creatable=-1
  COSTS: type=1,amount=150,flag=1 ; type=-1,amount=0,flag=0 ; type=-1,amount=0,flag=0
  TECH: name='Architecture' civ=-1 effect=51 required=(103, 50, -1, -1, -1, -1)
UNIT NODE 194 | Fortified Wall | UNIT=YES | TECH=YES
  UNIT: class=11 enabled=0 creatable=None
  TECH: name='Fortified Wall' civ=-1 effect=187 required=(102, -1, -1, -1, -1, -1)
UNIT NODE 47 | Chemistry | UNIT=YES | TECH=YES
  UNIT: class=3 enabled=0 creatable=-1
  COSTS: type=1,amount=150,flag=1 ; type=-1,amount=0,flag=0 ; type=-1,amount=0,flag=0
  TECH: name='Chemistry' civ=-1 effect=47 required=(103, 800, -1, -1, -1, -1)
UNIT NODE 64 | Bombard Tower | UNIT=YES | TECH=YES
  UNIT: class=39 enabled=1 creatable=-1
  COSTS: type=2,amount=30,flag=1 ; type=-1,amount=0,flag=0 ; type=-1,amount=0,flag=0
  TECH: name='Bombard Tower' civ=-1 effect=64 required=(103, 47, 285, -1, -1, -1)
UNIT NODE 377 | Siege Engineers | UNIT=YES | TECH=YES
  UNIT: class=11 enabled=0 creatable=None
  TECH: name='Siege Engineers' civ=-1 effect=375 required=(103, 978, -1, -1, -1, -1)
UNIT NODE 140 | Guard Tower | UNIT=YES | TECH=YES
  UNIT: class=11 enabled=0 creatable=None
  TECH: name='Guard Tower' civ=-1 effect=139 required=(102, 127, -1, -1, -1, -1)
UNIT NODE 63 | Keep | UNIT=YES | TECH=YES
  UNIT: class=39 enabled=1 creatable=-1
  COSTS: type=2,amount=30,flag=1 ; type=-1,amount=0,flag=0 ; type=-1,amount=0,flag=0
  TECH: name='Keep' civ=-1 effect=63 required=(103, 140, -1, -1, -1, -1)
UNIT NODE 380 | Heated Shot | UNIT=YES | TECH=YES
  UNIT: class=11 enabled=0 creatable=None
  TECH: name='Heated Shot' civ=-1 effect=378 required=(102, -1, -1, -1, -1, -1)
UNIT NODE 608 | Arrowslits | UNIT=YES | TECH=YES
  UNIT: class=14 enabled=1 creatable=-1
  COSTS: type=1,amount=100,flag=1 ; type=-1,amount=0,flag=0 ; type=-1,amount=0,flag=0
  TECH: name='Arrowslits' civ=-1 effect=633 required=(103, -1, -1, -1, -1, -1)
UNIT NODE 322 | Murder Holes | UNIT=YES | TECH=YES
  UNIT: class=11 enabled=0 creatable=None
  TECH: name='Murder Holes' civ=-1 effect=236 required=(102, -1, -1, -1, -1, -1)
UNIT NODE 374 | Careening | UNIT=YES | TECH=YES
  UNIT: class=11 enabled=0 creatable=None
  TECH: name='Careening' civ=-1 effect=372 required=(102, -1, -1, -1, -1, -1)
UNIT NODE 375 | Dry Dock | UNIT=YES | TECH=YES
  UNIT: class=11 enabled=0 creatable=None
  TECH: name='Dry Dock' civ=-1 effect=373 required=(103, 374, -1, -1, -1, -1)
UNIT NODE 908 | Clinker Construction | UNIT=YES | TECH=YES
  UNIT: class=14 enabled=1 creatable=-1
  COSTS: type=1,amount=100,flag=1 ; type=-1,amount=0,flag=0 ; type=-1,amount=0,flag=0
  TECH: name='Clinker Construction' civ=-1 effect=908 required=(102, -1, -1, -1, -1, -1)
UNIT NODE 907 | Carvel Hull | UNIT=YES | TECH=YES
  UNIT: class=14 enabled=1 creatable=-1
  COSTS: type=1,amount=100,flag=1 ; type=-1,amount=0,flag=0 ; type=-1,amount=0,flag=0
  TECH: name='Carvel Hull' civ=-1 effect=909 required=(103, 908, -1, -1, -1, -1)
UNIT NODE 909 | Siphons | UNIT=YES | TECH=YES
  UNIT: class=14 enabled=1 creatable=-1
  COSTS: type=1,amount=100,flag=1 ; type=-1,amount=0,flag=0 ; type=-1,amount=0,flag=0
  TECH: name='Carvel Hull' civ=-1 effect=915 required=(102, -1, -1, -1, -1, -1)
UNIT NODE 910 | Incendiaries | UNIT=YES | TECH=YES
  UNIT: class=14 enabled=0 creatable=None
  TECH: name='Clinker Construction' civ=-1 effect=916 required=(103, 909, -1, -1, -1, -1)
UNIT NODE 373 | Shipwright | UNIT=YES | TECH=YES
  UNIT: class=11 enabled=0 creatable=None
  TECH: name='Shipwright' civ=-1 effect=371 required=(103, -1, -1, -1, -1, -1)
UNIT NODE 54 | Treadmill Crane | UNIT=YES | TECH=YES
  UNIT: class=11 enabled=0 creatable=None
  TECH: name='Stone cutting' civ=-1 effect=54 required=(102, -1, -1, -1, -1, -1)
UNIT NODE 40 | Cataphract | UNIT=YES | TECH=YES
  UNIT: class=12 enabled=0 creatable=1
  COSTS: type=0,amount=70,flag=1 ; type=3,amount=75,flag=1 ; type=4,amount=1,flag=0
  TECH: name='C-Bonus, +5 monk HP' civ=15 effect=470 required=(102, 439, -1, -1, -1, -1)
UNIT NODE 553 | Elite Cataphract | UNIT=YES | TECH=YES
  UNIT: class=12 enabled=0 creatable=1
  COSTS: type=0,amount=70,flag=1 ; type=3,amount=75,flag=1 ; type=4,amount=1,flag=0
  TECH: name='C-Bonus, Villager cost Age4' civ=20 effect=585 required=(103, -1, -1, -1, -1, -1)
UNIT NODE 440 | Petard | UNIT=YES | TECH=YES
  UNIT: class=35 enabled=0 creatable=5
  COSTS: type=0,amount=65,flag=1 ; type=3,amount=20,flag=1 ; type=4,amount=1,flag=0
  TECH: name='Spanish Supremacy' civ=14 effect=495 required=(103, -1, -1, -1, -1, -1)
UNIT NODE 331 | Trebuchet (Packed) | UNIT=YES | TECH=YES
  UNIT: class=51 enabled=0 creatable=5
  COSTS: type=1,amount=200,flag=1 ; type=3,amount=200,flag=1 ; type=4,amount=1,flag=0
  TECH: name='New Research' civ=0 effect=0 required=(0, 0, 0, 0, 0, 0)
UNIT NODE 464 | Greek Fire | UNIT=YES | TECH=YES
  UNIT: class=3 enabled=0 creatable=-1
  COSTS: type=1,amount=25,flag=1 ; type=-1,amount=0,flag=0 ; type=-1,amount=0,flag=0
  TECH: name='Byzantines Greek Fire' civ=7 effect=518 required=(102, -1, -1, -1, -1, -1)
UNIT NODE 61 | Logistica | UNIT=YES | TECH=YES
  UNIT: class=5 enabled=1 creatable=None
  TECH: name='Byzantine Logistica' civ=7 effect=493 required=(103, -1, -1, -1, -1, -1)
UNIT NODE 379 | Hoardings | UNIT=NO | TECH=YES
  TECH: name='Hoardings' civ=-1 effect=377 required=(103, -1, -1, -1, -1, -1)
UNIT NODE 315 | Conscription | UNIT=YES | TECH=YES
  UNIT: class=11 enabled=0 creatable=None
  TECH: name='Conscription' civ=-1 effect=315 required=(103, -1, -1, -1, -1, -1)
UNIT NODE 321 | Sappers | UNIT=YES | TECH=YES
  UNIT: class=11 enabled=0 creatable=None
  TECH: name='Sappers' civ=-1 effect=321 required=(103, -1, -1, -1, -1, -1)
UNIT NODE 408 | Spies/Treason | UNIT=NO | TECH=YES
  TECH: name='Spy Technology' civ=-1 effect=420 required=(103, -1, -1, -1, -1, -1)
UNIT NODE 125 | Monk | UNIT=YES | TECH=YES
  UNIT: class=18 enabled=0 creatable=5
  COSTS: type=3,amount=100,flag=1 ; type=0,amount=0,flag=1 ; type=4,amount=1,flag=0
  TECH: name='Shadow Dock -- Age Two' civ=-1 effect=124 required=(-1, -1, -1, -1, -1, -1)
UNIT NODE 46 | Devotion | UNIT=YES | TECH=YES
  UNIT: class=44 enabled=0 creatable=4
  COSTS: type=0,amount=60,flag=1 ; type=3,amount=55,flag=1 ; type=4,amount=1,flag=0
  TECH: name='Devotion' civ=-1 effect=46 required=(102, -1, -1, -1, -1, -1)
UNIT NODE 316 | Redemption | UNIT=YES | TECH=YES
  UNIT: class=11 enabled=0 creatable=None
  TECH: name='Redemption' civ=-1 effect=316 required=(102, -1, -1, -1, -1, -1)
UNIT NODE 233 | Illumination | UNIT=YES | TECH=YES
  UNIT: class=11 enabled=0 creatable=None
  TECH: name='Illumination' civ=-1 effect=219 required=(103, -1, -1, -1, -1, -1)
UNIT NODE 319 | Atonement | UNIT=YES | TECH=YES
  UNIT: class=11 enabled=0 creatable=None
  TECH: name='Atonement' civ=-1 effect=319 required=(102, -1, -1, -1, -1, -1)
UNIT NODE 230 | Block Printing | UNIT=YES | TECH=YES
  UNIT: class=59 enabled=0 creatable=5
  COSTS: type=0,amount=50,flag=1 ; type=-1,amount=0,flag=0 ; type=4,amount=1,flag=0
  TECH: name='Block Printing' civ=-1 effect=220 required=(103, -1, -1, -1, -1, -1)
UNIT NODE 438 | Theocracy | UNIT=YES | TECH=YES
  UNIT: class=22 enabled=0 creatable=3
  COSTS: type=1,amount=100,flag=1 ; type=-1,amount=0,flag=0 ; type=4,amount=1,flag=0
  TECH: name='Theocracy' civ=-1 effect=494 required=(103, -1, -1, -1, -1, -1)
UNIT NODE 439 | Heresy | UNIT=YES | TECH=YES
  UNIT: class=6 enabled=0 creatable=2
  COSTS: type=0,amount=50,flag=1 ; type=3,amount=35,flag=1 ; type=4,amount=1,flag=0
  TECH: name='Heresy' civ=-1 effect=188 required=(102, -1, -1, -1, -1, -1)
UNIT NODE 231 | Sanctity | UNIT=YES | TECH=YES
  UNIT: class=27 enabled=0 creatable=-1
  COSTS: type=-1,amount=0,flag=0 ; type=-1,amount=0,flag=0 ; type=-1,amount=0,flag=0
  TECH: name='Sanctity' civ=-1 effect=221 required=(102, -1, -1, -1, -1, -1)
UNIT NODE 252 | Fervor | UNIT=NO | TECH=YES
  TECH: name='Fervor' civ=-1 effect=241 required=(102, -1, -1, -1, -1, -1)
UNIT NODE 83 | Villager | UNIT=YES | TECH=YES
  UNIT: class=4 enabled=1 creatable=0
  COSTS: type=0,amount=50,flag=1 ; type=-1,amount=0,flag=0 ; type=4,amount=1,flag=0
  TECH: name='Frankish Bearded Axe' civ=2 effect=291 required=(102, -1, -1, -1, -1, -1)
UNIT NODE 8 | Town Watch | UNIT=YES | TECH=YES
  UNIT: class=0 enabled=0 creatable=3
  COSTS: type=1,amount=35,flag=1 ; type=3,amount=40,flag=1 ; type=4,amount=1,flag=0
  TECH: name='Town Watch' civ=-1 effect=8 required=(101, -1, -1, -1, -1, -1)
UNIT NODE 102 | Castle Age | UNIT=NO | TECH=YES
  TECH: name='Feudal Age' civ=-1 effect=102 required=(101, 660, -1, -1, -1, -1)
UNIT NODE 22 | Loom | UNIT=YES | TECH=YES
  UNIT: class=11 enabled=0 creatable=None
  TECH: name='Loom' civ=-1 effect=22 required=(104, -1, -1, -1, -1, -1)
UNIT NODE 213 | Wheelbarrow | UNIT=YES | TECH=YES
  UNIT: class=11 enabled=0 creatable=None
  TECH: name='Wheel Barrow' civ=-1 effect=200 required=(101, 758, -1, -1, -1, -1)
UNIT NODE 249 | Hand Cart | UNIT=NO | TECH=YES
  TECH: name='Hand Cart' civ=-1 effect=238 required=(102, 213, 763, -1, -1, -1)
UNIT NODE 55 | Gold Mining | UNIT=YES | TECH=YES
  UNIT: class=11 enabled=0 creatable=None
  TECH: name='Gold Mining' civ=-1 effect=55 required=(101, 758, -1, -1, -1, -1)
UNIT NODE 182 | Gold Shaft Mining | UNIT=YES | TECH=YES
  UNIT: class=3 enabled=0 creatable=-1
  COSTS: type=1,amount=1000,flag=1 ; type=3,amount=1000,flag=1 ; type=2,amount=1000,flag=1
  TECH: name='Gold Shaft Mining' civ=-1 effect=178 required=(102, 55, 764, -1, -1, -1)
UNIT NODE 278 | Stone Mining | UNIT=YES | TECH=YES
  UNIT: class=11 enabled=0 creatable=-1
  COSTS: type=-1,amount=0,flag=0 ; type=-1,amount=0,flag=0 ; type=-1,amount=0,flag=0
  TECH: name='Stone Mining' civ=-1 effect=278 required=(101, 758, -1, -1, -1, -1)
UNIT NODE 202 | Double-Bit Axe | UNIT=NO | TECH=YES
  TECH: name='Double Bit Axe' civ=-1 effect=195 required=(101, 758, -1, -1, -1, -1)
UNIT NODE 203 | Bow Saw | UNIT=YES | TECH=YES
  UNIT: class=22 enabled=0 creatable=3
  COSTS: type=1,amount=90,flag=1 ; type=3,amount=40,flag=1 ; type=4,amount=1,flag=0
  TECH: name='Bow Saw' civ=-1 effect=196 required=(102, 202, 762, -1, -1, -1)
UNIT NODE 221 | Two-Man Saw | UNIT=YES | TECH=YES
  UNIT: class=11 enabled=0 creatable=None
  TECH: name='Two Man Saw' civ=-1 effect=210 required=(103, 203, 767, -1, -1, -1)
UNIT NODE 128 | Trade Cart | UNIT=YES | TECH=YES
  UNIT: class=19 enabled=0 creatable=5
  COSTS: type=1,amount=100,flag=1 ; type=3,amount=50,flag=1 ; type=4,amount=1,flag=0
  TECH: name='Shadow Market -- Age Two' civ=-1 effect=127 required=(-1, -1, -1, -1, -1, -1)
UNIT NODE 48 | Caravan | UNIT=NO | TECH=YES
  TECH: name='Caravan' civ=-1 effect=482 required=(102, 759, -1, -1, -1, -1)
UNIT NODE 23 | Coinage | UNIT=YES | TECH=YES
  UNIT: class=11 enabled=0 creatable=None
  TECH: name='Coinage' civ=-1 effect=23 required=(102, -1, -1, -1, -1, -1)
UNIT NODE 15 | Guilds | UNIT=YES | TECH=YES
  UNIT: class=2 enabled=0 creatable=5
  COSTS: type=0,amount=50,flag=1 ; type=-1,amount=0,flag=0 ; type=4,amount=1,flag=0
  TECH: name='Guilds' civ=-1 effect=15 required=(103, 760, -1, -1, -1, -1)
UNIT NODE 14 | Horse Collar | UNIT=YES | TECH=YES
  UNIT: class=3 enabled=0 creatable=-1
  COSTS: type=1,amount=175,flag=1 ; type=-1,amount=0,flag=0 ; type=-1,amount=0,flag=0
  TECH: name='Horse collar' civ=-1 effect=14 required=(101, 758, -1, -1, -1, -1)
